Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,sentence_length,Language,predicted_emotion,emotion_final,Sentence_corrected
00:11:45.710000,00:11:47.710000,Lacza sie!,They are connecting!,anticipation,happiness,moderate,2,informal,surprise,happiness,Lacza się!
00:11:47.710000,00:11:49.710000,Lacza sie!,They are connecting!,anticipation,surprise,moderate,2,informal,surprise,happiness,Lacza się!
00:11:52.710000,00:11:53.710000,"No, zeby wejsc na podest,","Well, to get on the podium,",expectation,happiness,mild,5,informal,neutral,happiness,"No, żeby wejsc na podest,"
00:11:53.710000,00:11:55.710000,no to pomogl mi Trybson i Smietana.,so Trybson and Śmietana helped me.,gratitude,happiness,mild,7,informal,happiness,happiness,no to pomogl mi Trybson i Smietana.
00:11:56.710000,00:11:59.710000,"Widzialam, ze tam tanczy jakis ziomek w ogole",I saw that some guy was dancing there at all,curiosity,surprise,mild,8,informal,disgust,surprise,"Widzialam, że tam tanczy jakiś ziomek w ogóle"
00:11:59.710000,00:12:01.710000,"z jakas laska, taka blondynka.","with some girl, a blonde one.",dismissiveness,neutral,neutral,5,informal,disgust,neutral,"z jakas laska, taka blondynka."
00:12:02.710000,00:12:04.710000,"No, no i mowie, zeby ze mna poszli tam,","No, no and I say, that they should go there with me,",insistence,neutral,mild,9,informal,fear,neutral,"No, no i mowie, żeby że mna poszli tam,"
00:12:04.710000,00:12:06.710000,"bo ja sie sama, jak bede sie ryla,","because I am alone, when I will be struggling,",apprehension,fear,moderate,8,informal,sadness,fear,"bo ja się sama, jak bede się ryla,"
00:12:06.710000,00:12:07.710000,"to jeszcze dostane w ryj, kurwa,","so I'll still get punched in the face, fuck,",resignation,sadness,moderate,6,informal,anger,anger,"to jeszcze dostane w ryj, kurwa,"
00:12:07.710000,00:12:08.710000,od tego ziomka czy cos.,from that dude or something.,uncertainty,neutral,mild,5,informal,neutral,neutral,od tego ziomka czy cos.
00:12:08.710000,00:12:09.710000,Bedzie kapa.,There will be trouble.,apprehension,fear,mild,2,informal,sadness,fear,Bedzie kapa.
00:12:09.710000,00:12:11.710000,"Ale lepiej dostac, kurwa, od laski","But it's better to get, fuck, from a girl",defiance,anger,moderate,6,informal,disgust,anger,"Ale lepiej dostac, kurwa, od laski"
00:12:11.710000,00:12:13.710000,"niz od faceta, wiadomo.","than from a guy, you know.",resignation,sadness,mild,4,informal,surprise,sadness,"niz od faceta, wiadomo."
00:12:15.710000,00:12:17.710000,"No kazdy czlowiek mial sie tam prawo bawic,","Well, every person had the right to have fun there,",fairness,neutral,neutral,8,informal,neutral,neutral,"No każdy czlowiek mial się tam prawo bawic,"
00:12:17.710000,00:12:19.710000,no ale juz nas tak poprosili.,but they already asked us like that.,resignation,sadness,mild,6,informal,surprise,sadness,no ale już nas tak poprosili.
00:12:19.710000,00:12:23.710000,"To poszlismy, no i sila perswazji ruchowej,","So we went, and with the force of physical persuasion,",determination,neutral,mild,7,informal,neutral,neutral,"To poszlismy, no i sila perswazji ruchowej,"
00:12:24.710000,00:12:26.710000,"na zasadzie trpniecia barkiem,","on the principle of a shoulder nudge,",indifference,neutral,neutral,4,informal,anger,neutral,"na zasadzie trpniecia barkiem,"
00:12:27.710000,00:12:29.710000,"no, wyprosilismy te osobe.","no, we asked that person to leave.",dismissal,anger,moderate,4,informal,neutral,anger,"no, wyprosilismy te osobe."
00:12:31.710000,00:12:32.710000,"I chlopak sie przerazil,","And the boy got scared,",alarm,fear,moderate,4,informal,fear,fear,"I chlopak się przerazil,"
00:12:32.710000,00:12:34.710000,bo chlop tego sie rzucil.,because the guy threw himself at it.,surprise,surprise,moderate,5,informal,anger,surprise,bo chlop tego się rzucil.
00:12:34.710000,00:12:35.710000,"Ja tam usiedlem z boku,","I sat there on the side,",reservation,neutral,neutral,5,informal,neutral,neutral,"Ja tam usiedlem z boku,"
00:12:35.710000,00:12:37.710000,"mial ciasto, jak z gory zszedl.",he had cake when he came down from the mountain.,contentment,happiness,mild,6,informal,happiness,happiness,"mial ciasto, jak z gory zszedl."
00:12:37.710000,00:12:39.710000,"Popatrzyl sie chwile, niewinnie,","He looked for a moment, innocently,",innocence,neutral,mild,4,informal,happiness,neutral,"Popatrzyl się chwile, niewinnie,"
00:12:39.710000,00:12:40.710000,zszedl na dol.,he went downstairs.,calm,neutral,neutral,3,informal,neutral,neutral,zszedl na dol.
00:12:40.710000,00:12:42.710000,"No, zania zadowolona.","No, Zania is happy.",contentment,happiness,mild,3,informal,happiness,happiness,"No, zania zadowolona."
00:12:42.710000,00:12:43.710000,"Wiem, ze to juz mial jakies akcje",I know that it already had some incidents,suspicion,fear,mild,7,informal,neutral,fear,"Wiem, że to już mial jakieś akcje"
00:12:43.710000,00:12:44.710000,"z jakims facetem,","with some guy,",curiosity,neutral,neutral,3,informal,disgust,neutral,"z jakimś facetem,"
00:12:44.710000,00:12:45.710000,"co tam, no, wkurwial, zaczepial","what's up, well, he pissed me off, he was provoking",irritation,anger,moderate,5,informal,anger,anger,"co tam, no, wkurwial, zaczepial"
00:12:45.710000,00:12:47.710000,"i mowil sobie, ze to jest chlop.",and he told himself that this is a man.,reflection,neutral,neutral,7,informal,surprise,neutral,"i mowil sobie, że to jest chlop."
00:12:47.710000,00:12:49.710000,"Facetem, co tam, no, wkurwial, zaczepial","The guy, you know, was pissing me off, provoking me",irritation,anger,moderate,6,informal,anger,anger,"Facetem, co tam, no, wkurwial, zaczepial"
00:12:49.710000,00:12:51.710000,i mu zajebala zeby podobno.,and she supposedly knocked his teeth out.,shock,surprise,moderate,5,informal,disgust,anger,i mu zajebala żeby podobno.
00:12:53.710000,00:12:55.710000,"Wkurwil mnie jeden ziomek tak na maksa,","One dude pissed me off so much,",irritation,anger,intense,7,informal,anger,anger,"wkurzył mnie jeden ziomek tak na maksa,"
00:12:55.710000,00:12:56.710000,"ze po prostu myslalam,","that I just thought,",reflection,neutral,neutral,4,informal,surprise,neutral,"że po prostu myślałam,"
00:12:56.710000,00:12:57.710000,"ze go rozszarpe,","that I will tear him apart,",threat,anger,intense,3,informal,sadness,anger,"że go rozszarpe,"
00:12:57.710000,00:12:59.710000,bo siedzial z Ewelina.,because he was sitting with Ewelina.,resentment,anger,mild,4,informal,disgust,anger,bo siedzial z Eweliną.
00:13:00.710000,00:13:01.710000,"Ewelina juz w ogole nie chciala,","Ewelina didn't want to at all anymore,",reluctance,sadness,moderate,6,informal,sadness,sadness,"Eweliną już w ogóle nie chciala,"
00:13:01.710000,00:13:03.710000,zeby on tam z nia go ui w ogole.,so that he would even go there with her at all.,resentment,anger,mild,9,informal,disgust,anger,żeby on tam z nią go ui w ogóle.
00:13:04.710000,00:13:05.710000,"No i mnie wola, zebym cos zrobila.",And now he's calling me to do something.,annoyance,anger,mild,7,informal,anger,anger,"No i mnie wola, żebym cos zrobiła."
00:13:05.710000,00:13:07.710000,"No to mowia, no, ziomek, mowie,","So they say, well, dude, I say,",hesitation,neutral,neutral,6,informal,neutral,neutral,"No to mowia, no, ziomek, mowie,"
00:13:07.710000,00:13:08.710000,"wypierdalaj, mowie i w ogole,","fuck off, I say and all that,",contempt,anger,intense,5,informal,anger,anger,"wypierdalaj, mowie i w ogóle,"
00:13:08.710000,00:13:10.710000,"no, bo, kurwa, no, na razie nie,","no, because, fuck, no, not for now,",frustration,anger,moderate,7,informal,anger,anger,"no, bo, kurwa, no, na razie nie,"
00:13:10.710000,00:13:12.710000,"no, nie chcemy cie tutaj.","no, we don't want you here.",rejection,disgust,moderate,5,informal,sadness,disgust,"no, nie chcemy cię tutaj."
00:13:13.710000,00:13:15.710000,I tak patrzy sie na mnie i...,And so he looks at me and...,unease,fear,mild,7,informal,neutral,fear,I tak patrzy się na mnie i...
00:13:16.710000,00:13:17.710000,I tak patrzy sie na mnie.,And yet he looks at me.,unease,fear,mild,6,informal,disgust,fear,I tak patrzy się na mnie.
00:13:17.710000,00:13:19.710000,"Ja mowie, no, kretyn.","I say, well, idiot.",contempt,disgust,moderate,4,informal,anger,anger,"Ja mowie, no, kretyn."
00:13:19.710000,00:13:20.710000,"Mala do niego napierdala,","The girl is yelling at him,",aggression,anger,moderate,4,informal,anger,anger,"mała do niego napierdala,"
00:13:20.710000,00:13:21.710000,"ze ma stad wyjsc po prostu z jej loza,","that she should just leave her box from here,",dismissal,anger,mild,9,informal,neutral,anger,"że ma stad wyjsc po prostu z jej loza,"
00:13:21.710000,00:13:22.710000,"bla, bla, bla, on.","bla, bla, bla, on.",boredom,neutral,neutral,4,informal,neutral,neutral,"bla, bla, bla, on."
00:13:27.710000,00:13:29.710000,"No i wybuchlam, dalam mu w ryj,","And I exploded, I punched him in the face,",outburst,anger,intense,7,informal,anger,anger,"No i wybuchlam, dalam mu w ryj,"
00:13:29.710000,00:13:30.710000,"potem go popchnelam, no i...","then I pushed him, and...",hesitation,neutral,mild,5,informal,anger,neutral,"potem go popchnelam, no i..."
00:13:30.710000,00:13:32.710000,"Impreza mu sie skonczyla, nie?","His party is over, isn't it?",resignation,sadness,mild,5,informal,disgust,sadness,"Impreza mu się skonczyla, nie?"
00:13:36.710000,00:13:38.710000,"Ide taki zmarnowany do lozy,","I'm going to the lodge so worn out,",exhaustion,sadness,moderate,5,informal,sadness,sadness,"Ide taki zmarnowany do lozy,"
00:13:38.710000,00:13:39.710000,"patrze, mala Ania","I look, little Ania",curiosity,surprise,mild,3,informal,disgust,surprise,"patrze, mała Ania"
00:13:39.710000,00:13:41.710000,gada sobie z jakims rzeczonem.,he/she is chatting with some so-called person.,curiosity,neutral,mild,5,informal,neutral,neutral,gada sobie z jakimś rzeczonem.
00:13:41.710000,00:13:42.710000,Nie za dupa.,Not so great.,disappointment,sadness,mild,3,informal,neutral,anger,nie za dupa.
00:13:42.710000,00:13:45.710000,Przypominala Sasze z Pornolim.,She resembled Sasha from Pornolim.,reminiscence,neutral,neutral,4,informal,neutral,neutral,Przypominala Sasze z Pornolim.
00:13:45.710000,00:13:46.710000,Nie Forem.,Not Forem.,confusion,neutral,neutral,2,informal,neutral,neutral,nie Forem.
00:13:48.710000,00:13:50.710000,"Ja zabralem ja do limuzyny,","I took her to the limousine,",pride,happiness,mild,5,informal,neutral,happiness,"Ja zabralem ja do limuzyny,"
00:13:50.710000,00:13:52.710000,"tam chwileczke pogadalismy,","we talked there for a moment,",calm,neutral,neutral,3,informal,neutral,neutral,"tam chwileczke pogadalismy,"
00:13:52.710000,00:13:55.710000,a pozniej wzielismy sie do dziela.,and then we got down to work.,determination,neutral,mild,6,informal,neutral,neutral,a później wzielismy się do dziela.
00:13:58.710000,00:14:00.710000,"Limuzyna tak sie trzesla,","The limousine was shaking so much,",unease,fear,mild,4,informal,fear,fear,"Limuzyna tak się trzesla,"
00:14:00.710000,00:14:01.710000,"ze balem sie,","that I was afraid,",apprehension,fear,moderate,3,informal,fear,fear,"że balem się,"
00:14:01.710000,00:14:03.710000,ze za chwile ruszy do przodu.,that in a moment it will move forward.,anticipation,surprise,mild,6,informal,neutral,surprise,że za chwile ruszy do przodu.
00:14:04.710000,00:14:06.710000,"Zrobilismy, co do nas nalezy",We did what we were supposed to do,satisfaction,happiness,mild,5,informal,neutral,happiness,"zrobiliśmy, co do nas nalezy"
00:14:06.710000,00:14:08.710000,"i wrocilismy, wrocilismy na parkiet.","and we came back, we came back to the dance floor.",relief,happiness,mild,5,informal,neutral,happiness,"i wrocilismy, wrocilismy na parkiet."
00:14:12.710000,00:14:13.710000,Dobra impreza.,Good party.,satisfaction,happiness,mild,2,informal,neutral,happiness,dobra impreza.
00:14:13.710000,00:14:15.710000,"Dobra impreza, no tylko szkoda,","Good party, but it's a pity,",regret,sadness,mild,5,informal,sadness,sadness,"dobra impreza, no tylko szkoda,"
00:14:15.710000,00:14:17.710000,"ze po prostu nie bylo za bardzo facetow,","that there just weren't really any men,",resignation,sadness,mild,8,informal,neutral,sadness,"że po prostu nie było za bardzo facetow,"
00:14:17.710000,00:14:19.710000,"z czym wybierac, na kim oka zawiesic.","what to choose from, on whom to rest one's eyes.",indecision,neutral,mild,7,informal,neutral,neutral,"z czym wybierac, na kim oka zawiesic."
00:14:19.710000,00:14:21.710000,"Jedyne, co to byla taka akcja,","The only thing is, it was such an action,",recollection,neutral,neutral,6,informal,neutral,neutral,"Jedyne, co to byla taka akcja,"
00:14:21.710000,00:14:22.710000,to z mala tanczylam sobie,I was dancing with the little one,fondness,happiness,mild,5,informal,happiness,happiness,to z mała tanczylam sobie
00:14:22.710000,00:14:26.710000,i jakas dupa nam wchodzila ciagle do nas,and some idiot kept coming into us all the time,annoyance,anger,moderate,8,informal,anger,anger,i jakas dupa nam wchodzila ciągle do nas
00:14:26.710000,00:14:27.710000,i po prostu nas...,and just us...,uncertainty,neutral,mild,4,informal,neutral,neutral,i po prostu nas...
00:14:27.710000,00:14:29.710000,"My tanczylysmy i to juz czulysmy,","We were dancing and we already felt it,",anticipation,happiness,mild,6,informal,neutral,happiness,"My tanczylysmy i to już czulysmy,"
00:14:29.710000,00:14:30.710000,ze ona sie wpycha na nas.,that she is pushing in on us.,resentment,anger,moderate,6,informal,anger,anger,że ona się wpycha na nas.
00:14:30.710000,00:14:31.710000,"No to zwracalysmy jej jeden raz,","So we returned it to her once,",recollection,neutral,neutral,6,informal,neutral,neutral,"No to zwracalysmy jej jeden raz,"
00:14:31.710000,00:14:33.710000,"drugi raz, trzeci raz uwage.","second time, third time a warning.",irritation,anger,mild,5,informal,neutral,anger,"drugi raz, trzeci raz uwagę."
00:14:33.710000,00:14:35.710000,"Po prostu sie wkurzyla i sie odwrocila jej,","She just got pissed off and turned away from her,",irritation,anger,moderate,8,informal,anger,anger,"Po prostu się wkurzyla i się odwrocila jej,"
00:14:35.710000,00:14:37.710000,"ze dobra, jebac te kurwy z Warszawy.","Alright, fuck those whores from Warsaw.",contempt,anger,intense,7,informal,anger,anger,"że dobra, jebac te kurwy z Warszawy."
00:14:37.710000,00:14:39.710000,No i po prostu...,And just...,hesitation,neutral,neutral,4,informal,neutral,neutral,No i po prostu...
00:14:39.710000,00:14:41.710000,"Dobra, jebac te kurwy z Warszawy.","Alright, fuck those whores from Warsaw.",contempt,anger,intense,6,informal,anger,anger,"dobra, jebac te kurwy z Warszawy."
00:14:41.710000,00:14:43.710000,"No co, myslelismy, ze z mala ja zabijemy tam,","Well, we thought that with the little one we would kill her there,",guilt,sadness,moderate,9,informal,neutral,anger,"No co, myslelismy, że z mała ja zabijemy tam,"
00:14:43.710000,00:14:45.710000,ale cos nam pozniej krzyczala tam oczywiscie,"but then she was shouting something at us there, of course",annoyance,anger,mild,7,informal,surprise,anger,ale cos nam później krzyczala tam oczywiście
00:14:45.710000,00:14:47.710000,"z daleka wielki kozak, nie?","from afar a big tough guy, right?",mockery,disgust,mild,5,informal,disgust,disgust,"z daleka wielki kozak, nie?"
00:14:50.710000,00:14:51.710000,"Akcja jest taka,","Here's the situation,",narration,neutral,neutral,3,informal,neutral,neutral,"Akcja jest taka,"
00:14:51.710000,00:14:54.710000,podbilam ze smietana do dwoch klasek.,I went up with the cream to two girls from another class.,recollection,neutral,neutral,6,informal,disgust,neutral,podbilam że smietana do dwoch klasek.
00:14:54.710000,00:14:56.710000,Byly srednie klasy.,They were average classes.,evaluation,neutral,neutral,3,informal,neutral,neutral,Byly srednie klasy.
00:14:56.710000,00:15:01.710000,"No to podchodzimy, chcielismy byc mili, zagadac, pogadac.","So we approach, we wanted to be nice, to start a conversation, to chat.",goodwill,happiness,mild,8,informal,neutral,happiness,"No to podchodzimy, chcielismy byc mili, zagadac, pogadać."
00:15:01.710000,00:15:02.710000,"A one sie nas pytaja,","And they ask us,",curiosity,neutral,neutral,5,informal,neutral,neutral,"A one się nas pytaja,"
00:15:02.710000,00:15:03.710000,czy my jestesmy desperaci.,if we are desperate.,judgment,disgust,moderate,4,informal,fear,disgust,czy my jesteśmy desperaci.
00:15:03.710000,00:15:05.710000,"Nie wiem, o co chodzi,","I don't know what's going on,",confusion,surprise,mild,5,informal,surprise,surprise,"nie wiem, o co chodzi,"
00:15:05.710000,00:15:07.710000,bo ona w tym momencie sama sobie pojechala.,because at that moment she insulted herself.,realization,surprise,mild,8,informal,anger,surprise,bo ona w tym momencie sama sobie pojechala.
00:15:07.710000,00:15:08.710000,"Skoro ja jestem desperatem,","If I'm the desperate one,",self-doubt,sadness,mild,4,informal,fear,sadness,"Skoro ja jestem desperatem,"
00:15:08.710000,00:15:10.710000,to mamowka jechana musi byc chujowa.,then the 'mamówka' being insulted must be shitty.,contempt,disgust,moderate,6,informal,disgust,disgust,to mamowka jechana musi byc chujowa.
00:15:11.710000,00:15:14.710000,"No dupa, kurwa, sama siebie pojechala, nie?","Well damn, fuck, she insulted herself, right?",mockery,disgust,moderate,7,informal,anger,anger,"No dupa, kurwa, sama siebie pojechala, nie?"
00:15:14.710000,00:15:16.710000,Nie ma to jak pojechac sama siebie.,There's nothing like insulting yourself.,sarcasm,disgust,mild,7,informal,anger,disgust,nie ma to jak pojechac sama siebie.
00:15:16.710000,00:15:18.710000,"Jestes, kurwa, w chuj inteligentna.",You're fucking so intelligent.,sarcasm,disgust,moderate,5,informal,anger,anger,"jesteś, kurwa, w chuj inteligentna."
00:15:18.710000,00:15:20.710000,"Brawo dla ciebie, mamowka.","Bravo for you, mamówka.",sarcasm,disgust,mild,4,informal,neutral,disgust,"Brawo dla ciebie, mamowka."
00:15:23.710000,00:15:26.710000,Ogolnie nie moglam sie na tej imprezie najebac.,"Overall, I couldn't get drunk at this party.",frustration,sadness,mild,8,informal,disgust,anger,ogólnie nie moglam się na tej imprezie najebac.
00:15:27.710000,00:15:28.710000,Jakos tak nie moglam.,Somehow I just couldn't.,resignation,sadness,mild,4,informal,surprise,sadness,Jakos tak nie moglam.
00:15:28.710000,00:15:29.710000,Nie wiem dlaczego.,I don't know why.,confusion,surprise,mild,3,informal,surprise,surprise,nie wiem dlaczego.
00:15:29.710000,00:15:31.710000,"Pila, pilam i nie moglam sie najebac.",I drank and drank and couldn't get drunk.,frustration,sadness,mild,7,informal,disgust,anger,"Pila, pilam i nie moglam się najebac."
00:15:31.710000,00:15:32.710000,Ale bylo spoko.,But it was cool.,contentment,happiness,mild,3,informal,happiness,happiness,Ale było spoko.
00:15:38.710000,00:15:42.710000,"Bawilam sie z dziewczynami, potanczylam, wypilam.","I had fun with the girls, danced, drank.",enjoyment,happiness,mild,6,informal,happiness,happiness,"Bawilam się z dziewczynami, potańczyłam, wypilam."
00:15:43.710000,00:15:44.710000,Kozak.,Kozak.,neutrality,neutral,neutral,1,informal,neutral,neutral,Kozak.
00:15:44.710000,00:15:45.710000,Dobra impreza.,Good party.,satisfaction,happiness,mild,2,informal,neutral,happiness,dobra impreza.
00:15:47.710000,00:15:48.710000,No i dawalismy rade.,And we managed.,pride,happiness,mild,4,informal,neutral,happiness,No i dawalismy rade.
00:15:48.710000,00:15:50.710000,Bylismy wlasnie zajebista ekipa.,We were just an awesome crew.,pride,happiness,moderate,4,informal,happiness,happiness,Bylismy właśnie zajebista ekipą.
00:15:50.710000,00:15:53.710000,"Razem bawilismy, razem wskakiwalismy na sceny,","We had fun together, we jumped on stages together,",nostalgia,happiness,mild,6,informal,happiness,happiness,"Razem bawilismy, razem wskakiwalismy na sceny,"
00:15:53.710000,00:15:55.710000,"razem pozdrawialismy ludzi, fanki.","Together we greeted people, fans.",camaraderie,happiness,mild,4,informal,happiness,happiness,"razem pozdrawialismy ludzi, fanki."
00:15:56.710000,00:15:57.710000,Bylo zajebiscie.,It was awesome.,excitement,happiness,intense,2,informal,happiness,happiness,było zajebiście.
00:15:58.710000,00:15:59.710000,Dalismy czadu.,We rocked it.,excitement,happiness,moderate,2,informal,neutral,happiness,Dalismy czadu.
00:15:59.710000,00:16:00.710000,Na maksa.,To the max.,excitement,happiness,intense,2,informal,neutral,happiness,Na maksa.
00:16:09.710000,00:16:10.710000,Dzisiaj mega ciezki dzien.,Today is a super hard day.,exhaustion,sadness,intense,4,informal,sadness,sadness,dzisiaj mega ciezki dzien.
00:16:10.710000,00:16:12.710000,Wrocilismy straci potem energii.,We came back having lost energy afterwards.,exhaustion,sadness,moderate,4,informal,sadness,sadness,Wrocilismy straci potem energii.
00:16:15.710000,00:16:17.710000,Przejechalismy do Warszawy na ciezkim kacu.,We arrived in Warsaw with a heavy hangover.,weariness,sadness,moderate,6,informal,neutral,sadness,Przejechalismy do Warszawy na ciezkim kacu.
00:16:17.710000,00:16:18.710000,Bylismy zweczeni.,We were tired.,fatigue,sadness,mild,2,informal,sadness,sadness,Bylismy zweczeni.
00:16:19.710000,00:16:22.710000,"Przyszlismy do domu, no to kazdy chcial zalapac jakiegos tam pare godzin snu.","We came home, so everyone wanted to catch a few hours of sleep.",weariness,neutral,mild,13,informal,neutral,neutral,"Przyszlismy do domu, no to każdy chcial zalapac jakiegos tam pare godzin snu."
00:16:23.710000,00:16:25.710000,Taki skacowany sie budze,I wake up so hungover,regret,sadness,moderate,4,informal,sadness,sadness,Taki skacowany się budze
00:16:25.710000,00:16:27.710000,"i slysze, kurwa, ze",and I fucking hear that,irritation,anger,moderate,4,informal,anger,anger,"i slysze, kurwa, że"
00:16:28.710000,00:16:30.710000,nasz hiszpan dostal list,our Spaniard received a letter,curiosity,surprise,mild,4,informal,surprise,surprise,nasz hiszpan dostal list
00:16:31.710000,00:16:33.710000,od niejakiej Tamary.,from a certain Tamara.,curiosity,neutral,neutral,3,informal,neutral,neutral,od niejakiej Tamary.
00:16:35.710000,00:16:36.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:36.710000,00:16:37.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:37.710000,00:16:38.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:38.710000,00:16:39.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:39.710000,00:16:40.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:40.710000,00:16:41.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:41.710000,00:16:42.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:42.710000,00:16:43.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:43.710000,00:16:44.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:44.710000,00:16:45.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:45.710000,00:16:46.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:46.710000,00:16:47.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:47.710000,00:16:48.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:48.710000,00:16:49.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:49.710000,00:16:50.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:50.710000,00:16:51.710000,No i?,No i?,confusion,surprise,mild,2,informal,surprise,surprise,No i?
00:16:54.710000,00:16:56.710000,"Kurwa, az rozpisala.","Fuck, she wrote so much.",annoyance,anger,mild,3,informal,anger,anger,"kurwa, az rozpisala."
00:16:57.710000,00:16:59.710000,Czytalem go na mega kacu.,I read it with a massive hangover.,weariness,sadness,moderate,5,informal,neutral,sadness,Czytalem go na mega kacu.
00:16:59.710000,00:17:02.710000,"Totalnie skacowany, ale z mega zaciekawieniem.","Totally hungover, but with huge curiosity.",curiosity,surprise,moderate,6,informal,neutral,sadness,"Totalnie skacowany, ale z mega zaciekawieniem."
00:17:03.710000,00:17:05.710000,"Dotykanie, morskanie,","Touching, squinting,",curiosity,neutral,mild,2,informal,disgust,neutral,"Dotykanie, morskanie,"
00:17:05.710000,00:17:07.710000,laskanie po kolanko i policzku.,caressing the knee and cheek.,affection,happiness,mild,5,informal,sadness,happiness,laskanie po kolanko i policzku.
00:17:08.710000,00:17:09.710000,Dlon,Hand,neutrality,neutral,neutral,1,informal,neutral,neutral,Dlon
00:17:10.710000,00:17:11.710000,nie moze,cannot,frustration,sadness,mild,2,informal,sadness,sadness,nie może
00:17:13.710000,00:17:16.710000,wibrowac szybko do mojej muszelki.,vibrate quickly to my shell.,anticipation,happiness,mild,5,informal,neutral,disgust,wibrowac szybko do mojej muszelki.
00:17:16.710000,00:17:18.710000,"Wibrowac szybko do mojej muszelki,","Vibrate quickly to my shell,",anticipation,happiness,mild,5,informal,neutral,disgust,"Wibrowac szybko do mojej muszelki,"
00:17:18.710000,00:17:19.710000,ktora jest,which is,curiosity,neutral,neutral,2,informal,neutral,neutral,ktora jest
00:17:23.710000,00:17:25.710000,zacisnieta niekiedy.,clenched sometimes.,tension,fear,mild,2,informal,sadness,fear,zacisnieta niekiedy.
00:17:29.710000,00:17:30.710000,Co za dupa.,What an ass.,contempt,disgust,moderate,3,informal,anger,anger,Co za dupa.
00:17:31.710000,00:17:33.710000,"W liscie wypisuje pacjentowi,","In the letter, I am discharging the patient,",detachment,neutral,neutral,4,informal,anger,neutral,"W liscie wypisuje pacjentowi,"
00:17:33.710000,00:17:35.710000,"ze ona jest z tych porzadnych,","that she is one of the decent ones,",approval,happiness,mild,6,informal,happiness,happiness,"że ona jest z tych porzadnych,"
00:17:35.710000,00:17:37.710000,"a za chwile wypisuje,","and in a moment I'm being discharged,",expectation,surprise,mild,4,informal,surprise,surprise,"a za chwile wypisuje,"
00:17:37.710000,00:17:39.710000,"ze lize sobie suty z mysla,","that I lick my nipples thinking,",desire,happiness,moderate,6,informal,disgust,happiness,"że lize sobie suty z mysla,"
00:17:39.710000,00:17:41.710000,ze to Wojtek jej lize.,that it's Wojtek who is licking her.,gossip,surprise,mild,5,informal,disgust,surprise,że to Wojtek jej lize.
00:17:42.710000,00:17:43.710000,"Rumienisz jak to pisze,","You blush as I write this,",embarrassment,sadness,mild,4,informal,anger,sadness,"Rumienisz jak to pisze,"
00:17:43.710000,00:17:45.710000,a moje majteczki robia sie mokre,and my panties are getting wet,arousal,happiness,moderate,6,informal,sadness,disgust,a moje majteczki robia się mokre
00:17:45.710000,00:17:47.710000,"od smietanki, ktora...","from the cream, which...",anticipation,neutral,neutral,3,informal,neutral,neutral,"od smietanki, ktora..."
00:17:48.710000,00:17:50.710000,sie smietane tu sciagnela.,she brought the cream here.,routine,neutral,neutral,4,informal,neutral,neutral,się smietane tu sciagnela.
00:17:50.710000,00:17:52.710000,"Z muszelki, z muszelki latuje jej smietanka.","From the shell, from the shell her cream is leaking out.",curiosity,neutral,neutral,7,informal,disgust,disgust,"Z muszelki, z muszelki leci jej smietanka."
00:17:52.710000,00:17:54.710000,Mam udzial w tym wszystkim.,I have a part in all of this.,involvement,neutral,neutral,5,informal,neutral,neutral,Mam udzial w tym wszystkim.
00:17:54.710000,00:17:55.710000,Chyba bedzie trojka.,It will probably be a three.,uncertainty,neutral,mild,3,informal,neutral,neutral,Chyba bedzie trojka.
00:17:55.710000,00:17:57.710000,Dlatego dzisiaj jestem tutaj,That's why I'm here today,determination,neutral,mild,4,informal,neutral,neutral,Dlatego dzisiaj jestem tutaj
00:17:57.710000,00:17:59.710000,"i obserwuje cie,","I'm watching you,",suspicion,fear,mild,3,informal,neutral,fear,"i obserwuje cię,"
00:17:59.710000,00:18:01.710000,"ale nie spotkam sie z toba, Wojtku,","but I will not meet with you, Wojtek,",rejection,sadness,moderate,7,informal,sadness,sadness,"ale nie spotkam się z tobą, Wojtku,"
00:18:01.710000,00:18:03.710000,"choc chcialabym byc,","although I would like to be,",longing,sadness,mild,3,informal,sadness,sadness,"choc chcialabym byc,"
