Segment_id,Start_time_seconds,End_time_seconds,Start_time_formatted,End_time_formatted,Duration_seconds,Sentence,Emotion_core
264,560.73,563.33,09:20,09:23,2.6,Leci.,neutral
11,97.42,99.92,01:37,01:39,2.5,Do finału przejdzie tylko jedna osoba.,neutral
246,565.66,566.06,09:25,09:26,0.4,To jest...,neutral
37,84.55,85.95,01:24,01:25,1.4,Tak!,neutral
69,191.55,192.53,03:11,03:12,0.98,"Możesz mówić by, by, by, o by, by, by, Backstonie.",neutral
578,1176.94,1177.0,19:36,19:37,0.06,Chłodnej głowy.,neutral
448,1681.12,1683.34,28:01,28:03,2.22,Zostawcie to już moje.,neutral
22,77.48,78.68,01:17,01:18,1.2,"Oczywiście, że tak.",neutral
128,561.05,563.95,09:21,09:23,2.9,"Panowie, mogę wam parę pytań zadać o Jagiellonie?",neutral
85,254.16,255.04,04:14,04:15,0.88,"No jasne, że tak.",neutral
258,1162.19,1164.57,19:22,19:24,2.38,"Cześć, dziewczyny.",neutral
423,874.25,875.01,14:34,14:35,0.76,Księżyc.,neutral
8,18.23,20.45,00:18,00:20,2.22,"No nie wiem, nie wiem, Spejson.",neutral
421,863.79,864.81,14:23,14:24,1.02,Oczywiście.,neutral
129,443.18,444.02,07:23,07:24,0.84,"O, ja już śmiało.",neutral
294,1191.5,1193.28,19:51,19:53,1.78,I ortopedia też dla Ciebie.,neutral
1362,5168.61,5169.83,86:08,86:09,1.22,"Nie, to got.",neutral
160,559.29,562.77,09:19,09:22,3.48,"Widziałam się z nim na sali sądowej ostatnio, jak chciał prezenty z powrotem.",neutral
66,395.69,398.74,06:35,06:38,3.05,No i ty z taką tygryzną fizyczną i tak łatwo się poddajesz?,neutral
581,1962.65,1967.71,32:42,32:47,5.06,"Nie, nie, chłopaki.",neutral
706,4873.66,4875.22,81:13,81:15,1.56,Dokładnie nawet sobie to oszukałem.,neutral
293,1189.14,1191.5,19:49,19:51,2.36,"Trzeba Ciebie wspierać, mamo.",neutral
51,151.47,152.68,02:31,02:32,1.21,Bo to jest...,neutral
238,839.48,842.84,13:59,14:02,3.36,"To wyjaśnia sposób, w jaki zaskakiwał swoje ofiary.",neutral
3,20.16,20.98,00:20,00:20,0.82,Także mamy.,neutral
761,2905.3,2908.04,48:25,48:28,2.74,W pierwszej scenie.,neutral
464,1118.02,1119.16,18:38,18:39,1.14,"No chyba, że nie zjesz.",neutral
542,1335.04,1336.7,22:15,22:16,1.66,A jak jeszcze Konrad Niewolski był wcześniej?,neutral
479,1716.08,1718.3,28:36,28:38,2.22,"Właściwie mnie strzelili dwa dni temu, szczerze mówiąc.",neutral
322,561.46,562.36,09:21,09:22,0.9,"Nie, nie, nie.",neutral
1276,4788.38,4789.95,79:48,79:49,1.57,"Ja nie mówię, że to jest niskie, ja zastanawiam się.",neutral
335,1032.1,1037.88,17:12,17:17,5.78,"– Nie, nie.",neutral
1101,2918.61,2924.09,48:38,48:44,5.48,"Bez wątpienia, wasz kapitan pomógł wam zdobyć to złoto.",neutral
156,960.77,965.92,16:00,16:05,5.15,"Było trochę krwi, były jakieś upadki, ale to zazwyczaj śnieg jest miękki, te upadki.",neutral
906,3310.33,3312.55,55:10,55:12,2.22,To jest bardzo miłe.,neutral
552,2519.96,2522.44,41:59,42:02,2.48,Nie mogłeś niestety ukończyć konkurencji.,neutral
106,325.45,326.05,05:25,05:26,0.6,Oreo?,neutral
221,1352.38,1354.26,22:32,22:34,1.88,"Jak dorosłość, to jej charakter.",neutral
253,1145.38,1149.1,19:05,19:09,3.72,Niech pan komendant im zabroni.,neutral
413,1212.79,1213.7,20:12,20:13,0.91,Jeszcze próbuj.,neutral
90,198.68,200.64,03:18,03:20,1.96,"A ja widziałam, widziałam!",neutral
470,948.37,950.53,15:48,15:50,2.16,Fordland 0 i Beckham 0.,neutral
549,2161.46,2168.8,36:01,36:08,7.34,"Szybciutko, kończatka i wszystko zniknęło i już w wieku piętnastu znowu siedziałam przy stole, grzecznie.",neutral
303,1135.26,1135.82,18:55,18:55,0.56,Nie.,neutral
729,2511.23,2512.27,41:51,41:52,1.04,Nie lubię.,neutral
188,460.94,461.06,07:40,07:41,0.12,Miałem...,neutral
31,129.16,129.8,02:09,02:09,0.64,"Good luck, brother.",neutral
660,2413.47,2416.47,40:13,40:16,3.0,To jest ząb jadowy?,neutral
646,1764.91,1765.43,29:24,29:25,0.52,Jeszcze!,neutral
892,3308.46,3315.18,55:08,55:15,6.72,"Cały wątek Bogdana jest właściwie trochę szlachcic szuka żony, czyli w jakiejś formie reality show.",neutral
145,491.06,491.52,08:11,08:11,0.46,No.,neutral
68,133.87,137.88,02:13,02:17,4.01,"Wracaj tam, grać nie jest tak, jomuś.",neutral
662,1393.48,1396.34,23:13,23:16,2.86,Porozumiewałeś o parze.,neutral
235,1309.57,1312.33,21:49,21:52,2.76,Nie opowiedziałeś historii o kozie.,neutral
220,915.13,916.73,15:15,15:16,1.6,A pisałaś jakiś pamiętnik?,neutral
12,30.65,32.23,00:30,00:32,1.58,Justyna.,neutral
10,33.94,36.64,00:33,00:36,2.7,Nic nie było.,neutral
85,512.35,514.05,08:32,08:34,1.7,"Powiem, dlaczego pytam, ale za chwilę.",neutral
234,834.88,837.42,13:54,13:57,2.54,Moja dziewczyna w Ivano-Frankowsku studiowała 5 lat.,neutral
775,1922.62,1925.04,32:02,32:05,2.42,"Nie no, jedno przestępstwo, stary.",neutral
153,535.34,536.24,08:55,08:56,0.9,Dziękujemy.,neutral
99,462.08,466.5,07:42,07:46,4.42,"Tylko ten sok, który wypływał podczas ugryzienia, no trochę było to nieprzyjemne.",neutral
259,549.75,552.51,09:09,09:12,2.76,"Ale zadzwoniliście do Marcina Lejmana, do papieża moralności.",neutral
348,731.72,732.16,12:11,12:12,0.44,O!,neutral
416,999.22,1007.56,16:39,16:47,8.34,"Słuchajcie, znajdźcie jakiegoś gościa, który liczy sobie gdzieś tam statystyki, policzy ile razy powiedział w ciągu całego programu Mój Tata.",neutral
218,786.58,787.18,13:06,13:07,0.6,Ej.,neutral
149,520.82,522.36,08:40,08:42,1.54,Jak duże chipsy.,neutral
180,1070.95,1071.97,17:50,17:51,1.02,"Powiedz, że rozumiesz.",neutral
198,400.38,402.52,06:40,06:42,2.14,Przed tobą jeszcze 45 sekund.,neutral
86,191.63,192.79,03:11,03:12,1.16,Sześć.,neutral
562,2189.94,2193.61,36:29,36:33,3.67,"BB No tak, no ale to już, ale to już wiesz, to już trochę uwagi chociaż się ich mógł skupić.",neutral
51,119.61,120.75,01:59,02:00,1.14,To było chamskie.,neutral
280,1185.91,1187.77,19:45,19:47,1.86,"To wiesz, to się sezony robią, nie?",neutral
284,630.9,631.71,10:30,10:31,0.81,W dzisiejszych czasach.,neutral
584,2060.01,2063.65,34:20,34:23,3.64,Milion w minutę.,neutral
241,637.6,641.74,10:37,10:41,4.14,To jest skóra.,neutral
36,138.28,140.68,02:18,02:20,2.4,Ja jestem Pai.,neutral
26,101.48,106.18,01:41,01:46,4.7,Nagle tata śmietany zaczął mi mówić o takich małych konikach.,neutral
37,123.79,129.05,02:03,02:09,5.26,"Jestem reżyserem każdego z koncertów swoich, więc i DVD również.",neutral
131,309.63,311.87,05:09,05:11,2.24,"No, a z powietrza trudniej uderzyć ogólnie.",neutral
151,589.94,597.54,09:49,09:57,7.6,XD jaki artykuł właśnie przeczytałem.,neutral
96,280.1,281.48,04:40,04:41,1.38,Jeszcze raz.,neutral
840,2816.68,2818.44,46:56,46:58,1.76,Wszystko strzela.,neutral
457,1010.92,1016.18,16:50,16:56,5.26,To jest typowy zapach wątrób.,neutral
365,1812.27,1816.59,30:12,30:16,4.32,"Pokonałeś swoje zadanie, gratuluję Tobie.",neutral
226,768.41,770.05,12:48,12:50,1.64,"– Słuchaj, witam cię serdecznie.",neutral
106,205.14,206.02,03:25,03:26,0.88,No stary.,neutral
4,14.93,16.65,00:14,00:16,1.72,Oglądasz na własną odpowiedzialność.,neutral
158,426.37,430.79,07:06,07:10,4.42,"Chodzimy po prostu o to, żebyś powiedział, ta osoba żyje, ona funkcjonuje.",neutral
675,1354.36,1354.86,22:34,22:34,0.5,Gramy normalnie.,neutral
253,602.21,604.42,10:02,10:04,2.21,Smartdom po prostu mu szwankuje.,neutral
160,403.61,404.93,06:43,06:44,1.32,"Dobra, skupmy się na zdjęciu.",neutral
126,560.49,561.85,09:20,09:21,1.36,"Mariusz, start.",neutral
148,909.98,911.56,15:09,15:11,1.58,"No tak, też trzeba wyrobić.",neutral
247,1181.38,1183.86,19:41,19:43,2.48,Jak na razie Tomek bardzo pewnie trzyma drogę.,neutral
605,1688.79,1692.74,28:08,28:12,3.95,"Ustabilizuj piłkę, żeby nie latała.",neutral
501,1608.6,1614.84,26:48,26:54,6.24,"Więc wy jeszcze możecie zobaczyć wywiad z Dodą i z Tomkiem, który był opublikowany tydzień temu.",neutral
47,105.68,108.02,01:45,01:48,2.34,"Mhm, mhm.",neutral
106,411.97,414.93,06:51,06:54,2.96,Masz trzy życia i masz minutę.,neutral
214,474.2,476.02,07:54,07:56,1.82,"Fetycz, że ktoś dłubię w nosie?",neutral
1148,4304.05,4313.28,71:44,71:53,9.23,"Dla mnie wyznaczanie sobie takich ścieżek, celów, marzeń, to mega mnie to inspiruje i zawsze powoduje, że trochę wiem, gdzie bym chciał dojść.",neutral
276,890.41,893.41,14:50,14:53,3.0,Ewelina.,neutral
94,610.3,613.94,10:10,10:13,3.64,Chyba wolałbym tego nie zdradzać.,neutral
17,72.33,76.09,01:12,01:16,3.76,"To można powiedzieć była taka piosenka, która wyprzedzała epokę.",neutral
326,566.34,568.14,09:26,09:28,1.8,Jest to niby w kształcie krewetek.,neutral
356,1587.86,1590.72,26:27,26:30,2.86,Beverly Hills 90210.,neutral
733,2120.58,2122.22,35:20,35:22,1.64,"Wiadomo, że słabo.",neutral
270,897.74,898.84,14:57,14:58,1.1,Jeszcze trochę.,neutral
48,171.49,176.47,02:51,02:56,4.98,"Pamiętam, że tego golfa prowadził aktor, który się nazywa Jan Jankowski.",neutral
270,634.02,634.16,10:34,10:34,0.14,Tak.,neutral
346,1231.79,1234.41,20:31,20:34,2.62,Nabierz oddechu.,neutral
724,2791.7,2792.44,46:31,46:32,0.74,W pierwszej scenie?,neutral
866,2323.53,2325.51,38:43,38:45,1.98,Nic o czasie nie wiem.,neutral
157,553.25,554.81,09:13,09:14,1.56,"Jak Doda, jak Dorota.",neutral
357,1527.46,1530.46,25:27,25:30,3.0,Lekarz!,neutral
984,2503.52,2504.24,41:43,41:44,0.72,Kleszcza.,neutral
12,115.1,120.0,01:55,02:00,4.9,Ale oto nadciąga już nowa drużyna do fortu.,neutral
283,987.72,988.98,16:27,16:28,1.26,Może ząbka?,neutral
1431,5251.36,5253.72,87:31,87:33,2.36,Fajnie pogadać z tobą.,neutral
358,1532.22,1535.9,25:32,25:35,3.68,Dobrze się czujesz?,neutral
202,626.79,629.93,10:26,10:29,3.14,"Została nam chyba czernina, golonka, zupa cebulowa.",neutral
774,2267.54,2273.48,37:47,37:53,5.94,"No po prostu spodobał mi się Paweł tak, ja się jemu spodobałam i tak wyszło, no.",neutral
30,182.61,185.17,03:02,03:05,2.56,"Kolejka jest zajebiście długa, ale mamy czas.",neutral
216,522.96,526.06,08:42,08:46,3.1,"A nie, kamera zaczyna się psuć.",neutral
473,1350.62,1351.68,22:30,22:31,1.06,Idziesz.,neutral
22,100.74,104.24,01:40,01:44,3.5,"O, już tutaj z daleka można zauważyć flagi Jagiellonii wiszące.",neutral
159,430.79,432.89,07:10,07:12,2.1,"Żebyś mi powiedział, jakie losy czekają te osoby.",neutral
549,1343.98,1346.56,22:23,22:26,2.58,Panowie...,neutral
627,2306.83,2308.97,38:26,38:28,2.14,"Plus kwiaki, różno skrzydłe.",neutral
107,276.93,279.07,04:36,04:39,2.14,"Poczekaj, ale dasz mi do końca.",neutral
535,2012.95,2016.19,33:32,33:36,3.24,"Okej, smacznego.",neutral
320,1481.47,1481.99,24:41,24:41,0.52,Wypadło.,neutral
281,577.66,578.0,09:37,09:38,0.34,To 6.,neutral
731,2804.85,2806.69,46:44,46:46,1.84,Czy Ty jesteś w tym momencie?,neutral
84,504.65,512.35,08:24,08:32,7.7,"Więc zapytam Ciebie, nie bezpośrednio na Twoim przykładzie, ale ile dostaje top modelka za pokaz?",neutral
1078,3994.84,3995.98,66:34,66:35,1.14,Bo tak mówi Twój bohater.,neutral
65,184.68,185.18,03:04,03:05,0.5,Zajebiście.,neutral
158,306.14,307.84,05:06,05:07,1.7,Chce tutaj je zagotować.,neutral
439,1775.33,1775.51,29:35,29:35,0.18,Tak.,neutral
586,1656.68,1658.08,27:36,27:38,1.4,"Ja pierdolę, siedem światów.",neutral
187,647.18,652.34,10:47,10:52,5.16,"Są mega blisko, nie mogę pójść do tyłu, bo mnie zobaczą.",neutral
485,1812.59,1813.55,30:12,30:13,0.96,Świni.,neutral
19,55.49,56.59,00:55,00:56,1.1,Piję?,neutral
129,347.63,348.53,05:47,05:48,0.9,Zawsze.,neutral
147,575.52,578.88,09:35,09:38,3.36,"Tak Flojana Maxa wyglądam teraz, no.",neutral
840,5748.04,5754.24,95:48,95:54,6.2,"Doprowadzam do tego, żeby ktoś się ze mną zerwał.",neutral
259,879.97,880.47,14:39,14:40,0.5,Chorzów.,neutral
225,916.88,919.03,15:16,15:19,2.15,"Miałem poczucie, że to się absolutnie nie uda.",neutral
207,420.45,422.65,07:00,07:02,2.2,"Nie, ty tylko odpłynąłeś jedną piątkówkę.",neutral
410,1350.52,1354.62,22:30,22:34,4.1,"I każdy, kto był na moim koncercie, to wie i czuje to.",neutral
39,103.3,105.7,01:43,01:45,2.4,"Chciałbym cię zobaczyć takiego dobrego, odpalonego na walce.",neutral
618,1727.28,1728.26,28:47,28:48,0.98,Uspokajaj piłkę!,neutral
1446,5516.21,5521.03,91:56,92:01,4.82,"U was widzę cynizm Maćka Buchwalda, który był stand-uperem i żył z przekraczania granic.",neutral
227,493.94,494.6,08:13,08:14,0.66,To będzie piękne.,neutral
65,150.53,151.72,02:30,02:31,1.19,Jeden.,neutral
594,1671.24,1672.44,27:51,27:52,1.2,Bo jesteś niegrzeszny.,neutral
606,1220.02,1220.5,20:20,20:20,0.48,Zaczynamy.,neutral
468,1697.95,1699.21,28:17,28:19,1.26,To jest mój przyjaciel.,neutral
444,1288.38,1290.26,21:28,21:30,1.88,Przed wami bardzo trudne zadanie.,neutral
617,2389.05,2392.61,39:49,39:52,3.56,"I umówmy się, jak oni śpiewają, otworzyło mi drzwi do mojej całej kariery.",neutral
270,570.48,575.3,09:30,09:35,4.82,"Ale nobilitacja normalnie, jakbyś Majka Tysona, jakbyś do Majka Tysona dzwonił, ty.",neutral
914,2310.02,2311.68,38:30,38:31,1.66,"To prawda, trochę tak, no.",neutral
657,1770.27,1770.31,29:30,29:30,0.04,Jeszcze!,neutral
98,302.32,303.2,05:02,05:03,0.88,Z Holokaustu.,neutral
4,14.91,16.99,00:14,00:16,2.08,Życzę dobrego odsłuchu.,neutral
152,292.98,293.94,04:52,04:53,0.96,Nieźle.,neutral
355,1510.79,1513.89,25:10,25:13,3.1,Sp Potrzebny.,neutral
292,1315.89,1322.19,21:55,22:02,6.3,"Jedyną trudność może Wam sprawiać to, że schody są ze szkła i mogą się w każdej chwili rozsypać.",neutral
229,569.91,570.53,09:29,09:30,0.62,Tomek!,neutral
292,500.53,501.79,08:20,08:21,1.26,Jest to o smaku czekolady.,neutral
175,848.2,848.77,14:08,14:08,0.57,"No dla jak faceta, który się boi.",neutral
92,177.56,179.12,02:57,02:59,1.56,"Na luzie, na luzie.",neutral
327,1449.89,1451.07,24:09,24:11,1.18,Tam było porwanie falom.,neutral
259,1399.69,1403.65,23:19,23:23,3.96,"Wbiega do dżungli, zrobił nam jakieś szałasy, jakieś talerze na wszystko.",neutral
307,1055.4,1066.3,17:35,17:46,10.9,"Ty moralnie, kiedy brat, pierwszy brat poszedł na wojnę, za nim syn poszedł na wojnę.",neutral
1482,5725.88,5726.98,95:25,95:26,1.1,To działa?,neutral
465,1029.76,1031.12,17:09,17:11,1.36,"O, drobeczka z cebulką.",neutral
159,355.39,356.29,05:55,05:56,0.9,Trzecia w nocy?,neutral
210,725.93,727.25,12:05,12:07,1.32,Nie wyczuwałaś tego?,neutral
42,253.48,265.52,04:13,04:25,12.04,"Przez to też nie staję się toksyczną osobą, a znam bardzo wiele aktorów, którym nie idzie i mają o to pretensje do wszystkich na około.",neutral
721,2523.36,2523.74,42:03,42:03,0.38,Nie ma życia!,neutral
829,2219.85,2225.91,36:59,37:05,6.06,"No, słuchajcie, bo jednak te liny są nie tak mocno napięte, jak mi się wydawało przynajmniej.",neutral
470,2162.08,2163.34,36:02,36:03,1.26,"Nie wiem, wiesz, nie wiem.",neutral
465,1694.11,1694.59,28:14,28:14,0.48,Nie powinieneś.,neutral
181,584.62,585.38,09:44,09:45,0.76,No.,neutral
948,3472.02,3475.38,57:52,57:55,3.36,"Dwadzieścia pięć kariery telewizyjnej, a dziesięć muzycznej.",neutral
246,518.22,521.12,08:38,08:41,2.9,Ho ho ho ho!,neutral
175,933.1,934.4,15:33,15:34,1.3,Kręcić filmy akcji.,neutral
461,1750.47,1752.08,29:10,29:12,1.61,No już tak mniej.,neutral
244,1069.02,1071.91,17:49,17:51,2.89,Siedem.,neutral
152,686.43,688.43,11:26,11:28,2.0,Prostu do przodu.,neutral
514,1820.61,1820.99,30:20,30:20,0.38,Nie ma.,neutral
207,753.36,755.22,12:33,12:35,1.86,From here to Poland with autostop.,neutral
1035,3467.05,3470.95,57:47,57:50,3.9,"Być może tego nie widać, bo się dobrze maskujemy, ale jesteśmy strasznymi p******ami.",neutral
255,540.58,541.78,09:00,09:01,1.2,Aaa...,neutral
315,1070.14,1072.56,17:50,17:52,2.42,"Chodzi o to, że ty poniosłeś nam rękę.",neutral
147,673.14,675.4,11:13,11:15,2.26,Którędy przejdę na poziom Murawy?,neutral
919,3081.26,3082.26,51:21,51:22,1.0,Trzymaj się.,neutral
336,739.72,743.34,12:19,12:23,3.62,"Osoba, która ci to da, to pewnie się stresuje bardzo i wątpię, żeby się śmiała.",neutral
372,1838.85,1839.48,30:38,30:39,0.63,Twoja kolej.,neutral
983,3700.96,3704.6,61:40,61:44,3.64,Czy ta formuła już się wyczerpała i planowie pójdą w innym kierunku?,neutral
172,750.05,753.05,12:30,12:33,3.0,Dziękuję.,neutral
488,1583.49,1585.83,26:23,26:25,2.34,Jeszcze chwilę.,neutral
229,804.38,806.74,13:24,13:26,2.36,Będzie na pewno zadowolona z takim zdjęciem.,neutral
217,526.06,527.6,08:46,08:47,1.54,Kościół z walizką.,neutral
259,1073.6,1074.26,17:53,17:54,0.66,Babcia.,neutral
288,1282.03,1283.11,21:22,21:23,1.08,Dynastia.,neutral
104,332.41,333.45,05:32,05:33,1.04,Muszę ćwiczyć.,neutral
463,1689.31,1690.47,28:09,28:10,1.16,"Ok, dobre dla Ciebie.",neutral
509,1897.75,1902.03,31:37,31:42,4.28,Masaż stóp godzinny kosztuje tutaj 11 zł.,neutral
377,1633.19,1638.27,27:13,27:18,5.08,"Nie ruszaj mnie, bo powiem mamie Ona ma siłę.",neutral
440,976.47,978.83,16:16,16:18,2.36,"Ten był za osiem, te były za tysiąc.",neutral
482,2210.99,2213.53,36:50,36:53,2.54,Jak się zapała wiesz tego kasku to mówiła.,neutral
296,508.17,510.59,08:28,08:30,2.42,Są to cukierki na odświeżenie z jabłek.,neutral
361,704.86,705.7,11:44,11:45,0.84,To jest gra.,neutral
1418,5397.49,5399.05,89:57,89:59,1.56,"Oj, to już jest wszystko.",neutral
167,601.28,602.92,10:01,10:02,1.64,Zabieram ją ze sobą.,neutral
1461,5358.76,5360.12,89:18,89:20,1.36,"Teraz nie wiadomo, czy tak powiedziałam.",neutral
412,933.23,933.75,15:33,15:33,0.52,Za 500.,neutral
114,503.84,504.68,08:23,08:24,0.84,Wszystko.,neutral
259,1232.35,1234.39,20:32,20:34,2.04,I ciężar ciała cały czas miałem na innej ręce.,neutral
544,3792.56,3796.7,63:12,63:16,4.14,"Do tego dojdziemy, bo ta historia jest zawiła i skomplikowana.",neutral
125,247.21,248.27,04:07,04:08,1.06,Dziesięć!,neutral
977,6814.95,6816.69,113:34,113:36,1.74,Ja na pierwszej randce jestem seksowna.,neutral
548,2507.32,2509.52,41:47,41:49,2.2,Spadłaś.,neutral
1268,4614.85,4622.2,76:54,77:02,7.35,"I jak szłam z nim na spotkanie, to zawsze z takiej pozycji jakiegoś, wiesz, jakiejś takiej Dwówniary, no co ci powiem.",neutral
238,978.01,981.13,16:18,16:21,3.12,"Więc jak mnie pytali, co robiłam przez weekend, to wymyślałam jakieś niestworzone historie.",neutral
140,547.53,551.77,09:07,09:11,4.24,"Z kimkolwiek tam się bawi, no to ona zawsze musi wtrącić swe czubrosze.",neutral
107,209.54,210.18,03:29,03:30,0.64,Tak.,neutral
85,195.69,196.63,03:15,03:16,0.94,Puszka Pandory?,neutral
70,271.3,275.24,04:31,04:35,3.94,"Klan to w ogóle był serial, który my komentowaliśmy na lekcjach.",neutral
283,713.35,713.81,11:53,11:53,0.46,Nie.,neutral
116,526.43,530.45,08:46,08:50,4.02,"Agnieszko, proszę bardzo.",neutral
605,1570.1,1570.42,26:10,26:10,0.32,Jego trenerem?,neutral
116,509.13,510.77,08:29,08:30,1.64,Dobra.,neutral
96,373.24,373.96,06:13,06:13,0.72,Tak.,neutral
254,1891.49,1897.79,31:31,31:37,6.3,"Miałaś w ogóle, bo zastanawia mnie też to, że masz te trzynaście, trzynaście czternaście lat to jest nieistotne, po prostu mało.",neutral
259,839.58,841.42,13:59,14:01,1.84,To banalne po prostu.,neutral
228,422.93,423.91,07:02,07:03,0.98,To będzie długa festglizda.,neutral
49,157.57,158.43,02:37,02:38,0.86,Jara mnie.,neutral
70,232.28,234.48,03:52,03:54,2.2,Granatem.,neutral
383,1243.07,1243.99,20:43,20:43,0.92,Kontempluję.,neutral
837,3163.29,3163.95,52:43,52:43,0.66,"Tak, tak.",neutral
137,381.78,385.16,06:21,06:25,3.38,Doprawiał ci chusteczkę.,neutral
521,1041.73,1043.68,17:21,17:23,1.95,Karnego jakby jesteśmy w grze.,neutral
299,1014.25,1014.63,16:54,16:54,0.38,Tak.,neutral
547,1111.5,1113.28,18:31,18:33,1.78,"Szybko, szybko.",neutral
152,327.45,329.83,05:27,05:29,2.38,Nic.,neutral
1391,5269.76,5270.76,87:49,87:50,1.0,Sieci.,neutral
568,1986.21,1995.29,33:06,33:15,9.08,"Czasami, czasami trudno jest, proszę Państwa, z emocjonowanym zawodnikiem się skomunikować, ale niechaj przemówią obrazki.",neutral
1027,2680.42,2682.14,44:40,44:42,1.72,Wtedy ruszy zegar.,neutral
399,891.7,893.02,14:51,14:53,1.32,Pory lubisz gile.,neutral
75,147.71,148.49,02:27,02:28,0.78,Kciuka?,neutral
114,234.28,236.62,03:54,03:56,2.34,Pani ewidentnie woli klaskać stopami.,neutral
1051,7214.44,7215.62,120:14,120:15,1.18,I tu stawiamy kropkę.,neutral
92,589.04,594.96,09:49,09:54,5.92,"W sumie, tylko jakby to ugryźć troszeczkę inaczej.",neutral
261,672.51,673.37,11:12,11:13,0.86,Jednak nie.,neutral
195,385.47,388.71,06:25,06:28,3.24,Ale się odpaliłeś.,neutral
11,24.73,25.75,00:24,00:25,1.02,Dawida Podsiadło.,neutral
123,518.95,520.09,08:38,08:40,1.14,Tak.,neutral
113,815.91,816.89,13:35,13:36,0.98,I to nie jest...,neutral
277,707.72,709.66,11:47,11:49,1.94,"To jest właśnie ta sytuacja, o której on nie chciał rozmawiać.",neutral
561,1377.69,1380.87,22:57,23:00,3.18,Nie wiem czy chcę to powąchać.,neutral
454,2086.29,2092.21,34:46,34:52,5.92,"On podrywa te kobiety, wykorzystuje je finansowo, ale też wykorzystuje inaczej, bo on też się znęca.",neutral
27,73.12,76.46,01:13,01:16,3.34,"No, kopyta Wojtasa, no a to przed zaszczykiem też czułem.",neutral
316,719.75,724.21,11:59,12:04,4.46,"Powiedz mi, powiedz mi, czemu ty się, czemu ty się głupio wiesz, czemu ty się wiesz, że się poglądasz.",neutral
212,1036.43,1039.52,17:16,17:19,3.09,Ogórki Zdzisława.,neutral
105,410.69,411.97,06:50,06:51,1.28,I tego ci życzę.,neutral
433,964.77,966.65,16:04,16:06,1.88,"Nie jebij, nie jebij, nie jebij.",neutral
1357,5162.35,5164.05,86:02,86:04,1.7,"Gota, czyli gotowanie.",neutral
144,280.43,282.15,04:40,04:42,1.72,Chodź pomagać!,neutral
437,1047.42,1051.72,17:27,17:31,4.3,"Jest skupiony, jest ninja, patrz!",neutral
708,1871.68,1873.82,31:11,31:13,2.14,Bardzo precyzyjnie i spokojnie.,neutral
15,62.8,64.86,01:02,01:04,2.06,Pascal to więcej niż szkoła.,neutral
207,489.54,490.86,08:09,08:10,1.32,W cenie są te krawaty.,neutral
169,344.5,346.43,05:44,05:46,1.93,Normalne jajko.,neutral
163,535.37,537.91,08:55,08:57,2.54,"No, czyli zaraz tu będzie.",neutral
565,1595.93,1597.87,26:35,26:37,1.94,No widziałam twój wzrok.,neutral
664,1729.59,1731.21,28:49,28:51,1.62,"Pewnie, podezwam?",neutral
259,1165.27,1166.43,19:25,19:26,1.16,Jest to właśnie Ania.,neutral
309,610.16,611.08,10:10,10:11,0.92,Okej.,neutral
561,2582.24,2586.76,43:02,43:06,4.52,"Jakbym wiedział, że to jest tak słabe konstrukcyjnie, to bym to inaczej rozegrał.",neutral
187,896.19,898.17,14:56,14:58,1.98,"Luz, zapisujemy.",neutral
206,751.58,753.36,12:31,12:33,1.78,I wanna travel to Poland.,neutral
208,1201.0,1202.5,20:01,20:02,1.5,Mamy jakiś nocleg?,neutral
30,83.12,91.22,01:23,01:31,8.1,"Dobra, trochę potrwa zanim odzyska przytomność.",neutral
845,3166.59,3167.59,52:46,52:47,1.0,powinna być rzucana na kogoś.,neutral
285,1151.27,1154.29,19:11,19:14,3.02,"tiki taka, podawanie do tyłu.",neutral
115,255.95,257.49,04:15,04:17,1.54,Odgryź pół i będzie pili.,neutral
255,1133.7,1141.88,18:53,19:01,8.18,"Wiem, że na pewno większość osób uważała w grupie, że nie wytrzymałem psychicznie i tak dalej, no ale jednak to pokonałem i zrobiłem to tylko dlatego.",neutral
1,9.67,11.65,00:09,00:11,1.98,"Pewnie, pewnie.",neutral
70,257.37,261.59,04:17,04:21,4.22,"Ej, oni to specjalnie zrobili.",neutral
469,1034.0,1035.2,17:14,17:15,1.2,Trzy.,neutral
900,2379.18,2379.9,39:39,39:39,0.72,Spróbuję.,neutral
269,569.57,570.69,09:29,09:30,1.12,Całą kostkę.,neutral
622,1474.49,1479.39,24:34,24:39,4.9,Rano się budzę i tak około piątej mam takie...,neutral
157,305.32,306.14,05:05,05:06,0.82,Zabij ryj już!,neutral
125,521.13,522.85,08:41,08:42,1.72,"No to mam nadzieję, że uda się i teraz.",neutral
67,222.45,228.87,03:42,03:48,6.42,"Wszystkie konflikty, które powstały w show biznesie wyniknęły z tego powodu, że ktoś mnie zaczepił, a ja odpowiedziałam.",neutral
653,1587.79,1592.03,26:27,26:32,4.24,"No i ja mówię do zioma, a taki pokój na 16 łóżek, nie?",neutral
33,77.61,80.63,01:17,01:20,3.02,Jestem ciekawa ile czasu zajęło zrobieniem takiego czegoś.,neutral
736,2743.88,2745.04,45:43,45:45,1.16,"Ciekawe uczucie, co?",neutral
192,659.87,662.93,10:59,11:02,3.06,W wiosce Pakou poznałem smagniętoperza.,neutral
946,3153.87,3154.55,52:33,52:34,0.68,No.,neutral
286,1154.29,1154.46,19:14,19:14,0.17,To była tzw.,neutral
